"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio","power_unadj","power_adj","typeierror_unadj","typeierror_adj"
"1944",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,3,3,71,1,0.814,0.7975,0.047,0.0395
"2036",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.191529171664788,0.0058333757867448,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.191529171664788,0.0058333757867448,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,2,2,63,1,0.8,0.789,0.0515,0.0465
"2038",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.262364264467491,NA,NA,-0.865303710141878,-0.0263544277200572,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,1,2,51,1,0.8125,0.793,0.0575,0.052
"2039",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.262364264467491,0,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,2,2,62,1,0.805,0.787,0.058,0.0515
"2042",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",0.2,0.3217512519642,-0.00504048958690652,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.3217512519642,-0.00504048958690652,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",0.2,2,2,59,1,0.8205,0.806,0.048,0.039
"2045",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.182766588527774,0.00556649508206419,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.182766588527774,0.00556649508206419,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,2,3,61,1,0.819,0.802,0.045,0.0385
"2046",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,3,3,71,1,0.817,0.7975,0.052,0.043
"2047",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,1,3,51,1,0.8125,0.8015,0.053,0.0475
"2048",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,2,3,63,1,0.8105,0.7955,0.0485,0.044
"2049",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,3,3,70,1,0.8205,0.801,0.0425,0.037
"2051",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999364,0.3,0.300000000000103,0.6,"linear",0.2,0.335997619241377,-0.00526367027532183,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.335997619241377,-0.00526367027532183,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999364,0.3,0.300000000000103,0.6,"linear",0.2,2,3,62,1,0.8165,0.798,0.056,0.0435
"2052",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"linear",0.2,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"linear",0.2,3,3,67,1,0.81,0.7955,0.0485,0.04
"2056",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.6,"linear",0.2,1,1,52,1,0.8155,0.804,0.0505,0.0455
"2063",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.184013214104655,0.00560446337374584,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.184013214104655,0.00560446337374584,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,2,2,62,1,0.8075,0.7895,0.0585,0.0515
"2065",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,1,2,52,1,0.8125,0.805,0.052,0.0445
"2066",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,2,2,64,1,0.8015,0.7875,0.047,0.0445
"2069",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",0.2,0.333333550867694,-0.00522193552273149,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.333333550867694,-0.00522193552273149,NA,-1.20397280432593,0,NA,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",0.2,2,2,62,1,0.8105,0.793,0.0585,0.0515
"2072",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.184013214104655,0.00560446337374584,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.184013214104655,0.00560446337374584,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,2,3,62,1,0.8095,0.792,0.0595,0.05
"2073",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,3,3,70,1,0.8235,0.807,0.0445,0.034
"2074",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,1,3,52,1,0.8125,0.804,0.0515,0.045
"2075",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,2,3,64,1,0.8,0.7845,0.0465,0.0435
"2076",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,3,3,73,1,0.805,0.786,0.042,0.036
"2078",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",0.2,0.333333550867694,-0.00522193552273149,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.333333550867694,-0.00522193552273149,NA,-1.20397280432593,0,0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",0.2,2,3,63,1,0.808,0.7915,0.046,0.0425
"2079",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0.2,3,3,71,1,0.8105,0.7955,0.053,0.0435
"2090",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.2999999999949,0.3,0.299999999999943,0.6,"linear",0.2,0.177246545484593,0.00539837194369318,NA,-1.56321769388846,0.0244890500348061,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.177246545484593,0.00539837194369318,NA,-1.56321769388846,0.0244890500348061,NA,1.3,1.2999999999949,0.3,0.299999999999943,0.6,"linear",0.2,2,2,58,1,0.8155,0.7995,0.04,0.0345
"2092",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",0.2,0.262364264467491,NA,NA,-1.56321769388846,0.0244890500348061,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.56321769388846,0.0244890500348061,NA,1.3,1.3,0.3,0.299999999999943,0.6,"linear",0.2,1,2,51,1,0.8275,0.812,0.061,0.053
"2093",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",0.2,0.262364264467491,0,NA,-1.56321769388846,0.0244890500348061,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.56321769388846,0.0244890500348061,NA,1.3,1.3,0.3,0.299999999999943,0.6,"linear",0.2,2,2,62,1,0.7995,0.7785,0.048,0.0425
"2096",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.2999999999951,0.3,0.299999999999943,0.6,"linear",0.2,0.345565880223757,-0.00541356470324423,NA,-1.56321769388846,0.0244890500348061,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.345565880223757,-0.00541356470324423,NA,-1.56321769388846,0.0244890500348061,NA,1.3,1.2999999999951,0.3,0.299999999999943,0.6,"linear",0.2,2,2,63,1,0.8225,0.8065,0.053,0.0475
"2099",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.185241913982178,0.00564188570504096,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.185241913982178,0.00564188570504096,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,2,3,60,1,0.8055,0.7885,0.0475,0.0415
"2100",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,3,3,63,1,0.8105,0.7875,0.042,0.036
"2101",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,1,3,51,1,0.817,0.801,0.0575,0.051
"2102",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,2,3,63,1,0.812,0.7975,0.049,0.0445
"2103",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,3,3,70,1,0.823,0.805,0.038,0.028
"2105",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999014,0.3,0.299999999999047,0.6,"linear",0.2,0.330791765728819,-0.00518211643439404,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.330791765728819,-0.00518211643439404,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999014,0.3,0.299999999999047,0.6,"linear",0.2,2,3,60,1,0.8095,0.7965,0.0475,0.0415
"2106",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0.2,3,3,71,1,0.8165,0.7965,0.051,0.043
"2117",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,0.185791936872985,0.00565863767125842,NA,-0.839190108891188,-0.0255590896108991,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.185791936872985,0.00565863767125842,NA,-0.839190108891188,-0.0255590896108991,NA,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,2,2,63,1,0.835,0.8215,0.055,0.0485
"2119",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,0.262364264467491,NA,NA,-0.839190108891188,-0.0255590896108991,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.839190108891188,-0.0255590896108991,NA,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,1,2,51,1,0.8155,0.802,0.056,0.049
"2120",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,0.262364264467491,0,NA,-0.839190108891188,-0.0255590896108991,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.839190108891188,-0.0255590896108991,NA,1.3,1.3,0.3,0.299999999999393,0.6,"sine",0.2,2,2,62,1,0.818,0.801,0.0445,0.0395
"2123",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999085,0.3,0.299999999999393,0.6,"sine",0.2,0.330342994385913,-0.00517508607393075,NA,-0.839190108891188,-0.0255590896108991,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.330342994385913,-0.00517508607393075,NA,-0.839190108891188,-0.0255590896108991,NA,1.3,1.29999999999085,0.3,0.299999999999393,0.6,"sine",0.2,2,2,58,1,0.7955,0.7735,0.0535,0.0465
"2126",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.2999999999958,0.3,0.300000000000105,0.6,"sine",0.2,0.178133403961684,0.00542538286177719,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.178133403961684,0.00542538286177719,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.2999999999958,0.3,0.300000000000105,0.6,"sine",0.2,2,3,61,1,0.8045,0.7895,0.0445,0.0375
"2127",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.415813004830338,-0.0265480885260252,0.000856389952452424,-1.87124736199048,0.1194720704815,-0.00385393775746773,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.415813004830338,-0.0265480885260252,0.000856389952452424,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,3,3,71,1,0.807,0.7865,0.0495,0.043
"2128",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,1,3,50,1,0.81,0.792,0.0585,0.0525
"2129",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.262364264467491,0,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,2,3,62,1,0.815,0.796,0.0445,0.038
"2130",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,0.262364264467491,0,0,-1.87124736199048,0.1194720704815,-0.00385393775746773,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.3,0.3,0.300000000000105,0.6,"sine",0.2,3,3,70,1,0.804,0.7795,0.041,0.0355
"2132",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999544,0.3,0.300000000000105,0.6,"sine",0.2,0.344390990503941,-0.00539515912016618,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.344390990503941,-0.00539515912016618,NA,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.29999999999544,0.3,0.300000000000105,0.6,"sine",0.2,2,3,61,1,0.8175,0.7985,0.0445,0.0375
"2133",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999412,0.3,0.300000000000105,0.6,"sine",0.2,0.142178978186556,0.0204724520555057,-0.000660401679209861,-1.87124736199048,0.1194720704815,-0.00385393775746773,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142178978186556,0.0204724520555057,-0.000660401679209861,-1.87124736199048,0.1194720704815,-0.00385393775746773,1.3,1.29999999999412,0.3,0.300000000000105,0.6,"sine",0.2,3,3,67,1,0.8345,0.818,0.0395,0.0325
"2137",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.6,"sine",0.2,1,1,52,1,0.813,0.8025,0.051,0.0465
"2144",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999532,0.3,0.300000000000001,0.6,"sine",0.2,0.178473176463518,0.00543573126284827,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.178473176463518,0.00543573126284827,NA,-1.20397280432593,0,NA,1.3,1.29999999999532,0.3,0.300000000000001,0.6,"sine",0.2,2,2,62,1,0.823,0.8045,0.0405,0.035
"2146",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,1,2,52,1,0.8135,0.802,0.0515,0.046
"2147",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,2,2,64,1,0.815,0.802,0.0495,0.042
"2150",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999451,0.3,0.300000000000001,0.6,"sine",0.2,0.343142520415636,-0.00537560084202041,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.343142520415636,-0.00537560084202041,NA,-1.20397280432593,0,NA,1.3,1.29999999999451,0.3,0.300000000000001,0.6,"sine",0.2,2,2,62,1,0.8005,0.7885,0.0405,0.035
"2153",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999532,0.3,0.300000000000001,0.6,"sine",0.2,0.178473176463518,0.00543573126284827,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.178473176463518,0.00543573126284827,NA,-1.20397280432593,0,0,1.3,1.29999999999532,0.3,0.300000000000001,0.6,"sine",0.2,2,3,62,1,0.8205,0.8025,0.0415,0.0375
"2154",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.395105203914009,-0.0252259737159549,0.000813741087611449,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395105203914009,-0.0252259737159549,0.000813741087611449,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,3,3,70,1,0.8015,0.776,0.0545,0.045
"2155",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,1,3,52,1,0.8155,0.7975,0.05,0.045
"2156",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,2,3,64,1,0.8135,0.7995,0.0485,0.0415
"2157",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,3,3,73,1,0.8015,0.7855,0.035,0.0285
"2159",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999451,0.3,0.300000000000001,0.6,"sine",0.2,0.343142520415636,-0.00537560084202041,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.343142520415636,-0.00537560084202041,NA,-1.20397280432593,0,0,1.3,1.29999999999451,0.3,0.300000000000001,0.6,"sine",0.2,2,3,62,1,0.8035,0.787,0.0415,0.0375
